LABELS
SEPARATOR COMMA
DATA
#NODE_ID,LABEL
1_NarI,Root | 1046724.KB889897_gene3336
1934_NarI,Desulforapulum autotrophicum HRM2 | 177437.HRM2_45000
1935_NarI,Desulforegula conservatrix Mb1Pa | 1304885.AUEY01000001_gene3187
1936_NarI,Desulforegula conservatrix Mb1Pa | 1304885.AUEY01000002_gene401
1937_NarI,Desulfosarcina sp. BuS5 | 933262.AXAM01000094_gene2193
1938_NarI,Desulfospira joergensenii DSM 10085 | 1265505.ATUG01000001_gene3361
1939_NarI,Desulfospira joergensenii DSM 10085 | 1265505.ATUG01000001_gene4565
1940_NarI,Desulfospira joergensenii DSM 10085 | 1265505.ATUG01000002_gene1135
1941_NarI,Desulfospira joergensenii DSM 10085 | 1265505.ATUG01000002_gene2533
1942_NarI,Desulfogranum japonicum DSM 18378 | 1121403.AUCV01000004_gene2021
1943_NarI,Desulfogranum japonicum DSM 18378 | 1121403.AUCV01000025_gene2232
1944_NarI,Desulfurivibrio alkaliphilus AHT 2 | 589865.DaAHT2_1468
1945_NarI,Desulfurivibrio alkaliphilus AHT 2 | 589865.DaAHT2_2298
1946_NarI,Desulfocapsa sulfexigens DSM 10523 | 1167006.UWK_00242
1947_NarI,Desulfocapsa sulfexigens DSM 10523 | 1167006.UWK_02027
1948_NarI,Desulfotalea psychrophila LSv54 | 177439.DP1108
1949_NarI,Desulfotalea psychrophila LSv54 | 177439.DP3075
1950_NarI,Desulfococcus oleovorans Hxd3 | 96561.Dole_0303
1951_NarI,Desulfococcus oleovorans Hxd3 | 96561.Dole_0450
1952_NarI,Desulfococcus oleovorans Hxd3 | 96561.Dole_0460
1953_NarI,Desulfococcus oleovorans Hxd3 | 96561.Dole_2254
1954_NarI,Desulfohalobium retbaense DSM 5692 | 485915.Dret_0235
1955_NarI,Desulfohalobium retbaense DSM 5692 | 485915.Dret_0873
1956_NarI,Desulfohalobium retbaense DSM 5692 | 485915.Dret_1029
1957_NarI,Desulfohalobium retbaense DSM 5692 | 485915.Dret_1963
1958_NarI,Desulfonatronospira thiodismutans ASO3-1 | 555779.Dthio_PD1010
1959_NarI,Desulfonatronospira thiodismutans ASO3-1 | 555779.Dthio_PD1030
1960_NarI,Desulfonatronospira thiodismutans ASO3-1 | 555779.Dthio_PD2748
1961_NarI,Desulfonatronovibrio hydrogenovorans DSM 9292 | 1121413.JMKT01000009_gene1913
1962_NarI,Desulfonatronovibrio hydrogenovorans DSM 9292 | 1121413.JMKT01000011_gene2385
1963_NarI,Desulfonauticus sp. A7A | 1379281.AVAG01000009_gene630
1964_NarI,Desulfonauticus sp. A7A | 1379281.AVAG01000076_gene1583
1965_NarI,Desulfomicrobium baculatum DSM 4028 | 525897.Dbac_0270
1966_NarI,Desulfomicrobium baculatum DSM 4028 | 525897.Dbac_0565
1967_NarI,Desulfomicrobium baculatum DSM 4028 | 525897.Dbac_0572
1968_NarI,Desulfomicrobium baculatum DSM 4028 | 525897.Dbac_1436
1969_NarI,Desulfomicrobium baculatum DSM 4028 | 525897.Dbac_3201
1970_NarI,Bilophila wadsworthia ATCC 49260 | 1408428.JNJP01000001_gene3242
1971_NarI,Bilophila wadsworthia ATCC 49260 | 1408428.JNJP01000003_gene3406
1972_NarI,Bilophila wadsworthia 3_1_6 | 563192.HMPREF0179_00243
1973_NarI,Bilophila wadsworthia 3_1_6 | 563192.HMPREF0179_02354
1974_NarI,Desulfocurvibacter africanus subsp. africanus str. Walvis Bay | 690850.Desaf_0335
1975_NarI,Desulfocurvibacter africanus subsp. africanus str. Walvis Bay | 690850.Desaf_0452
1976_NarI,Desulfocurvibacter africanus subsp. africanus str. Walvis Bay | 690850.Desaf_1465
1977_NarI,Desulfocurvus vexinensis DSM 17965 | 1121406.JAEX01000002_gene834
1978_NarI,Desulfocurvus vexinensis DSM 17965 | 1121406.JAEX01000003_gene1530
1979_NarI,Desulfocurvus vexinensis DSM 17965 | 1121406.JAEX01000005_gene2864
1980_NarI,Desulfocurvus vexinensis DSM 17965 | 1121406.JAEX01000021_gene1451
1981_NarI,Desulfohalovibrio alkalitolerans DSM 16529 | 1121439.dsat_0319
1982_NarI,Desulfohalovibrio alkalitolerans DSM 16529 | 1121439.dsat_0364
1983_NarI,Desulfohalovibrio alkalitolerans DSM 16529 | 1121439.dsat_0749
1984_NarI,Desulfohalovibrio alkalitolerans DSM 16529 | 1121439.dsat_1160
1985_NarI,Desulfohalovibrio alkalitolerans DSM 16529 | 1121439.dsat_1468
1986_NarI,Desulfohalovibrio alkalitolerans DSM 16529 | 1121439.dsat_2182
1987_NarI,Desulfohalovibrio reitneri | 1307759.JOMJ01000003_gene1411
1988_NarI,Desulfohalovibrio reitneri | 1307759.JOMJ01000003_gene172
1989_NarI,Desulfohalovibrio reitneri | 1307759.JOMJ01000004_gene2690
1990_NarI,Desulfovibrio aminophilus DSM 12254 | 1121440.AUMA01000009_gene755
1991_NarI,Desulfovibrio aminophilus DSM 12254 | 1121440.AUMA01000010_gene319
1992_NarI,Desulfovibrio aminophilus DSM 12254 | 1121440.AUMA01000015_gene1795
1993_NarI,Desulfovibrio desulfuricans DSM 642 | 1121445.ATUZ01000011_gene892
1994_NarI,Desulfovibrio desulfuricans DSM 642 | 1121445.ATUZ01000011_gene896
1995_NarI,Desulfovibrio desulfuricans DSM 642 | 1121445.ATUZ01000013_gene1082
1996_NarI,Desulfovibrio desulfuricans DSM 642 | 1121445.ATUZ01000017_gene2040
1997_NarI,Desulfovibrio desulfuricans ATCC 27774 | 525146.Ddes_0451
1998_NarI,Desulfovibrio desulfuricans ATCC 27774 | 525146.Ddes_0840
1999_NarI,Desulfovibrio desulfuricans ATCC 27774 | 525146.Ddes_0846
2000_NarI,Desulfovibrio oxyclinae DSM 11498 | 1121459.AQXE01000008_gene792
2001_NarI,Desulfovibrio oxyclinae DSM 11498 | 1121459.AQXE01000017_gene2140
2002_NarI,Desulfovibrio piger ATCC 29098 | 411464.DESPIG_00088
2003_NarI,Desulfovibrio piger ATCC 29098 | 411464.DESPIG_02237
2004_NarI,Desulfovibrio sp. 6_1_46AFAA | 665942.HMPREF1022_00663
2005_NarI,Desulfovibrio sp. 6_1_46AFAA | 665942.HMPREF1022_00667
2006_NarI,Desulfovibrio sp. 6_1_46AFAA | 665942.HMPREF1022_01686
2007_NarI,Desulfovibrio sp. 6_1_46AFAA | 665942.HMPREF1022_02006
2008_NarI,Desulfovibrio sp. U5L | 596152.DesU5LDRAFT_0689
2009_NarI,Desulfovibrio sp. U5L | 596152.DesU5LDRAFT_4099
2010_NarI,Desulfovibrio sp. X2 | 941449.dsx2_0450
2011_NarI,Desulfovibrio sp. X2 | 941449.dsx2_1785
2012_NarI,Desulfovibrio sp. X2 | 941449.dsx2_2355
2013_NarI,Desulfovibrio sp. X2 | 941449.dsx2_2969
2014_NarI,Desulfovibrio sp. X2 | 941449.dsx2_3371
2015_NarI,Desulfovibrio vulgaris str. Hildenborough | 882.DVU_0265
2016_NarI,Desulfovibrio vulgaris str. Hildenborough | 882.DVU_0532
2017_NarI,Desulfovibrio vulgaris str. Hildenborough | 882.DVU_0850
2018_NarI,Desulfovibrio vulgaris str. Hildenborough | 882.DVU_1290
2019_NarI,Desulfovibrio vulgaris str. 'Miyazaki F' | 883.DvMF_0070
2020_NarI,Desulfovibrio vulgaris str. 'Miyazaki F' | 883.DvMF_2556
2021_NarI,Desulfovibrio vulgaris str. 'Miyazaki F' | 883.DvMF_2594
2022_NarI,Desulfovibrio vulgaris str. 'Miyazaki F' | 883.DvMF_2896
2023_NarI,Halodesulfovibrio aestuarii DSM 10141 | 1121434.AULY01000006_gene734
2024_NarI,Halodesulfovibrio aestuarii DSM 10141 | 1121434.AULY01000007_gene1334
2025_NarI,Halodesulfovibrio aestuarii DSM 10141 | 1121434.AULY01000009_gene2230
2026_NarI,Halodesulfovibrio aestuarii DSM 10141 | 1121434.AULY01000010_gene2577
2027_NarI,Maridesulfovibrio bastinii DSM 16055 | 1121441.AUCX01000009_gene2434
2028_NarI,Maridesulfovibrio bastinii DSM 16055 | 1121441.AUCX01000010_gene220
2029_NarI,Maridesulfovibrio bastinii DSM 16055 | 1121441.AUCX01000010_gene266
2030_NarI,Maridesulfovibrio bastinii DSM 16055 | 1121441.AUCX01000028_gene347
2031_NarI,Maridesulfovibrio frigidus DSM 17176 | 1121447.JONL01000002_gene2069
2032_NarI,Maridesulfovibrio frigidus DSM 17176 | 1121447.JONL01000002_gene2115
2033_NarI,Maridesulfovibrio frigidus DSM 17176 | 1121447.JONL01000005_gene1444
2034_NarI,Maridesulfovibrio frigidus DSM 17176 | 1121447.JONL01000005_gene1507
2035_NarI,Maridesulfovibrio hydrothermalis AM13 = DSM 14728 | 1121451.DESAM_20517
2036_NarI,Maridesulfovibrio hydrothermalis AM13 = DSM 14728 | 1121451.DESAM_21293
2037_NarI,Maridesulfovibrio hydrothermalis AM13 = DSM 14728 | 1121451.DESAM_21434
2038_NarI,Maridesulfovibrio salexigens DSM 2638 | 526222.Desal_0186
2039_NarI,Maridesulfovibrio salexigens DSM 2638 | 526222.Desal_0233
2040_NarI,Maridesulfovibrio salexigens DSM 2638 | 526222.Desal_1374
2041_NarI,Maridesulfovibrio salexigens DSM 2638 | 526222.Desal_3042
2042_NarI,Megalodesulfovibrio gigas DSM 1382 = ATCC 19364 | 1121448.DGI_0719
2043_NarI,Megalodesulfovibrio gigas DSM 1382 = ATCC 19364 | 1121448.DGI_1700
2044_NarI,Megalodesulfovibrio gigas DSM 1382 = ATCC 19364 | 1121448.DGI_2334
2045_NarI,Oleidesulfovibrio alaskensis G20 | 207559.Dde_0649
2046_NarI,Oleidesulfovibrio alaskensis G20 | 207559.Dde_1113
2047_NarI,Oleidesulfovibrio alaskensis G20 | 207559.Dde_2271
2048_NarI,Oleidesulfovibrio alaskensis G20 | 207559.Dde_3708
2049_NarI,Paucidesulfovibrio longus DSM 6739 | 1121456.ATVA01000011_gene1351
2050_NarI,Paucidesulfovibrio longus DSM 6739 | 1121456.ATVA01000011_gene1367
2051_NarI,Paucidesulfovibrio longus DSM 6739 | 1121456.ATVA01000014_gene746
2052_NarI,Pseudodesulfovibrio aespoeensis Aspo-2 | 643562.Daes_0371
2053_NarI,Pseudodesulfovibrio aespoeensis Aspo-2 | 643562.Daes_0867
2054_NarI,Pseudodesulfovibrio aespoeensis Aspo-2 | 643562.Daes_2643
2055_NarI,Pseudodesulfovibrio mercurii | 641491.DND132_1545
2056_NarI,Pseudodesulfovibrio mercurii | 641491.DND132_1831
2057_NarI,Pseudodesulfovibrio mercurii | 641491.DND132_3033
2058_NarI,Pseudodesulfovibrio piezophilus C1TLV30 | 1322246.BN4_10654
2059_NarI,Pseudodesulfovibrio piezophilus C1TLV30 | 1322246.BN4_10947
2060_NarI,Pseudodesulfovibrio piezophilus C1TLV30 | 1322246.BN4_11090
2061_NarI,Pseudodesulfovibrio piezophilus C1TLV30 | 1322246.BN4_12503
2062_NarI,Solidesulfovibrio alcoholivorans DSM 5433 | 1121438.JNJA01000001_gene2251
2063_NarI,Solidesulfovibrio alcoholivorans DSM 5433 | 1121438.JNJA01000005_gene1152
2064_NarI,Solidesulfovibrio alcoholivorans DSM 5433 | 1121438.JNJA01000009_gene4112
2065_NarI,Solidesulfovibrio alcoholivorans DSM 5433 | 1121438.JNJA01000009_gene4145
2066_NarI,Solidesulfovibrio fructosivorans JJ] | 596151.DesfrDRAFT_0703
2067_NarI,Solidesulfovibrio fructosivorans JJ] | 596151.DesfrDRAFT_1085
2068_NarI,Solidesulfovibrio fructosivorans JJ] | 596151.DesfrDRAFT_3674
2069_NarI,Solidesulfovibrio cf. magneticus IFRC170 | 1304872.JAGC01000003_gene2988
2070_NarI,Solidesulfovibrio cf. magneticus IFRC170 | 1304872.JAGC01000003_gene3668
2071_NarI,Solidesulfovibrio cf. magneticus IFRC170 | 1304872.JAGC01000009_gene275
2072_NarI,Solidesulfovibrio magneticus RS-1 | 573370.DMR_03720
2073_NarI,Solidesulfovibrio magneticus RS-1 | 573370.DMR_12870
2074_NarI,Solidesulfovibrio magneticus RS-1 | 573370.DMR_42510
2075_NarI,Desulfurella acetivorans A63 | 694431.DESACE_06555
2076_NarI,Desulfurella acetivorans A63 | 694431.DESACE_07185
2077_NarI,Desulfuromonas sp. TF | 1232410.KI421415_gene2944
2078_NarI,Pelobacter propionicus DSM 2379 | 338966.Ppro_1535
2079_NarI,Geobacter metallireducens GS-15 | 269799.Gmet_0332
2080_NarI,Geobacter metallireducens GS-15 | 269799.Gmet_1022
2081_NarI,Geobacter metallireducens GS-15 | 269799.Gmet_1714
2082_NarI,Geobacter metallireducens GS-15 | 269799.Gmet_2070
2083_NarI,Geobacter metallireducens GS-15 | 269799.Gmet_2264
2084_NarI,Geobacter sp. M18 | 443143.GM18_2460
2085_NarI,Geopsychrobacter electrodiphilus DSM 16401 | 1121918.ARWE01000001_gene3008
2086_NarI,Geopsychrobacter electrodiphilus DSM 16401 | 1121918.ARWE01000001_gene3363
2087_NarI,Trichlorobacter lovleyi SZ | 398767.Glov_0206
2088_NarI,Trichlorobacter lovleyi SZ | 398767.Glov_2655
2089_NarI,Anaeromyxobacter dehalogenans 2CP-C | 290397.Adeh_2173
2090_NarI,Anaeromyxobacter sp. Fw109-5 | 404589.Anae109_3598
2091_NarI,Myxococcus fulvus HW-1 | 483219.LILAB_35275
2092_NarI,Myxococcus hansupus | 1297742.A176_05072
2093_NarI,Myxococcus stipitatus DSM 14675 | 1278073.MYSTI_06134
2094_NarI,Myxococcus xanthus DK 1622 | 246197.MXAN_5559
2095_NarI,Desulfobacca acetoxidans DSM 11109 | 880072.Desac_2730
2096_NarI,Desulfomonile tiedjei DSM 6799 | 706587.Desti_0285
2097_NarI,Desulfomonile tiedjei DSM 6799 | 706587.Desti_0337
2098_NarI,Desulfomonile tiedjei DSM 6799 | 706587.Desti_0747
2099_NarI,Desulfomonile tiedjei DSM 6799 | 706587.Desti_0967
2100_NarI,Desulfomonile tiedjei DSM 6799 | 706587.Desti_1446
2101_NarI,Desulfomonile tiedjei DSM 6799 | 706587.Desti_2673
2102_NarI,Desulfomonile tiedjei DSM 6799 | 706587.Desti_4206
2103_NarI,Desulfomonile tiedjei DSM 6799 | 706587.Desti_5333
2104_NarI,Desulfomonile tiedjei DSM 6799 | 706587.Desti_5349
2105_NarI,Syntrophus aciditrophicus SB | 56780.SYN_02638
2106_NarI,Syntrophobacter fumaroxidans MPOB | 335543.Sfum_1146
2107_NarI,Syntrophorhabdus aromaticivorans UI | 909663.KI867150_gene1348
2108_NarI,Syntrophorhabdus aromaticivorans UI | 909663.KI867150_gene2184
2109_NarI,endosymbiont of Tevnia jerichonana (vent Tica) | 1049564.TevJSym_ag00770
2110_NarI,endosymbiont of Tevnia jerichonana (vent Tica) | 1049564.TevJSym_aw00140
2111_NarI,endosymbiont of Tevnia jerichonana (vent Tica) | 1049564.TevJSym_bc00370
2112_NarI,Ignatzschineria larvae DSM 13226 | 1111732.AZOD01000001_gene1577
2113_NarI,gamma proteobacterium WG36 | 1229485.AMYV01000007_gene1022
2114_NarI,Solemya velum gill symbiont | 2340.JV46_15460
2115_NarI,Solemya velum gill symbiont | 2340.JV46_19110
2116_NarI,Solemya velum gill symbiont | 2340.JV46_26690
2117_NarI,Candidatus Vesicomyosocius okutanii | 412965.COSY_0646
2118_NarI,Candidatus Vesicomyosocius okutanii | 412965.COSY_0789
2119_NarI,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica) | 413404.Rmag_0864
2120_NarI,gamma proteobacterium HdN1 | 83406.HDN1F_13270
2121_NarI,Acidiferrobacteraceae | tr|A0A7C1ULI2|A0A7C1ULI2_9GAMM
2122_NarI,Acidiferrobacteraceae | tr|A0A7C1YX18|A0A7C1YX18_9GAMM
2123_NarI,Aestuariibacter salexigens DSM 15300 | 1120953.AUBH01000004_gene2925
2124_NarI,Alishewanella agri BL06 | 1195246.AGRI_12841
2125_NarI,Alishewanella jeotgali KCTC 22429 | 1129374.AJE_11079
2126_NarI,Paraglaciecola mesophila KMM 241 | 1128912.GMES_2095
2127_NarI,Pseudidiomarina atlantica | 1517416.IDAT_03050
2128_NarI,Pseudidiomarina salinarum | 435908.IDSA_09450
2129_NarI,Shewanella halifaxensis HAW-EB4 | 458817.Shal_0180
2130_NarI,Shewanella halifaxensis HAW-EB4 | 458817.Shal_3443
2131_NarI,Shewanella marina JCM 15074 | 1236542.BALM01000002_gene915
2132_NarI,Shewanella sediminis HAW-EB3 | 425104.Ssed_1957
2133_NarI,Shewanella woodyi ATCC 51908 | 392500.Swoo_2631
2134_NarI,Cardiobacterium sp. | tr|A0A660MKB8|A0A660MKB8_9GAMM
2135_NarI,Cellvibrio sp. BR | 1134474.O59_004032
2136_NarI,Marinimicrobium agarilyticum DSM 16975 | 1122194.AUHU01000006_gene562
2137_NarI,Simiduia agarivorans SA1 = DSM 21679 | 1117647.M5M_15795
2138_NarI,Microbulbifer agarilyticus S89 | 1042377.AFPJ01000027_gene2662
2139_NarI,Microbulbifer variabilis ATCC 700307 | 1279017.AQYJ01000027_gene1680
2140_NarI,Gammaproteobacteria bacterium MOLA455 | 1411685.U062_00060
2141_NarI,gamma proteobacterium HTCC2207 | 314287.GB2207_00875
2142_NarI,Chromatiales | tr|A0A2E9D3Z3|A0A2E9D3Z3_9GAMM
2143_NarI,Chromatiales | tr|A0A2E9JV48|A0A2E9JV48_9GAMM
2144_NarI,Allochromatium vinosum DSM 180 | 572477.Alvin_1257
2145_NarI,Allochromatium vinosum DSM 180 | 572477.Alvin_2038
2146_NarI,Imhoffiella purpurea | 1249627.D779_0561
2147_NarI,Imhoffiella purpurea | 1249627.D779_1105
2148_NarI,Imhoffiella purpurea | 1249627.D779_2149
2149_NarI,Marichromatium purpuratum 984 | 765910.MARPU_06480
2150_NarI,Marichromatium purpuratum 984 | 765910.MARPU_10885
2151_NarI,Rheinheimera perlucida DSM 18276 | 1123054.KB907702_gene1469
2152_NarI,Thiocapsa marina 5811 | 768671.ThimaDRAFT_0145
2153_NarI,Thiocapsa marina 5811 | 768671.ThimaDRAFT_2909
2154_NarI,Thiocystis violascens DSM 198 | 765911.Thivi_0550
2155_NarI,Thiocystis violascens DSM 198 | 765911.Thivi_1305
2156_NarI,Thiocystis violascens DSM 198 | 765911.Thivi_2699
2157_NarI,Thioflavicoccus mobilis 8321 | 765912.Thimo_0149
2158_NarI,Thioflavicoccus mobilis 8321 | 765912.Thimo_0775
2159_NarI,Thioflavicoccus mobilis 8321 | 765912.Thimo_3342
2160_NarI,Thiorhodococcus drewsii AZ1 | 765913.ThidrDRAFT_0313
2161_NarI,Thiorhodococcus drewsii AZ1 | 765913.ThidrDRAFT_0346
2162_NarI,Thiorhodococcus drewsii AZ1 | 765913.ThidrDRAFT_2030
2163_NarI,Thiorhodovibrio sp. 970 | 631362.Thi970DRAFT_00628
2164_NarI,Thiorhodovibrio sp. 970 | 631362.Thi970DRAFT_01383
2165_NarI,Ectothiorhodospiraceae (purple sulfur bacteria) | tr|A0A2E0UIL6|A0A2E0UIL6_9GAMM
2166_NarI,Alkalilimnicola ehrlichii MLHE-1 | 187272.Mlg_1000
2167_NarI,Alkalilimnicola ehrlichii MLHE-1 | 187272.Mlg_1659
2168_NarI,Halorhodospira halophila SL1 | 349124.Hhal_1957
2169_NarI,Nitrococcus mobilis Nb-231 | 314278.NB231_16098
2170_NarI,Thioalkalivibrio nitratireducens DSM 14787 | 1255043.TVNIR_0854
2171_NarI,Thioalkalivibrio nitratireducens DSM 14787 | 1255043.TVNIR_2055
2172_NarI,Thioalkalivibrio sp. AKL11 | 545264.KB898750_gene285
2173_NarI,Thioalkalivibrio sp. AKL19 | 1266914.ATUK01000012_gene211
2174_NarI,Thioalkalivibrio sp. ALE19 | 1266909.AUAG01000010_gene2614
2175_NarI,Thioalkalivibrio sp. ALJT | 1158146.KB907134_gene1478
2176_NarI,Thioalkalivibrio sp. HK1 | 1469245.JFBG01000013_gene1921
2177_NarI,Thioalkalivibrio sulfidiphilus HL-EbGr7 | 396588.Tgr7_1268
2178_NarI,Thioalkalivibrio sulfidiphilus HL-EbGr7 | 396588.Tgr7_2191
2179_NarI,Thioalkalivibrio thiocyanodenitrificans ARhD 1 | 713586.KB900536_gene1017
2180_NarI,Thioalkalivibrio thiocyanoxidans ARh 4 | 713587.THITH_06760
2181_NarI,Thioalkalivibrio thiocyanoxidans ARh 4 | 713587.THITH_08210
2182_NarI,Thioalkalivibrio thiocyanoxidans ARh 4 | 713587.THITH_12010
2183_NarI,Thiorhodospira sibirica ATCC 700588 | 765914.ThisiDRAFT_0089
2184_NarI,Granulosicoccus sp. | tr|A0A848UC68|A0A848UC68_9GAMM
2185_NarI,Enterobacteriaceae bacterium LSJC7 | 1224136.AMFN01000002_gene1030
2186_NarI,Enterobacteriaceae bacterium LSJC7 | 1224136.AMFN01000002_gene790
2187_NarI,Enterobacteriaceae bacterium strain FGI 57 | 693444.D782_1909
2188_NarI,Enterobacteriaceae bacterium strain FGI 57 | 693444.D782_2121
2189_NarI,Atlantibacter hermannii NBRC 105704 | 1115512.EH105704_05_00590
2190_NarI,Atlantibacter hermannii NBRC 105704 | 1115512.EH105704_11_00700
2191_NarI,Buttiauxella agrestis ATCC 33320 | 1006004.GBAG_1686
2192_NarI,Citrobacter amalonaticus | 35703.DQ02_15595
2193_NarI,Citrobacter farmeri GTC 1319 | 1114922.CIFAM_04_03790
2194_NarI,Citrobacter farmeri GTC 1319 | 1114922.CIFAM_05_01700
2195_NarI,Citrobacter sedlakii NBRC 105722 | 1218086.BBNB01000001_gene3650
2196_NarI,Citrobacter youngae ATCC 29220 | 500640.CIT292_06855
2197_NarI,Citrobacter youngae ATCC 29220 | 500640.CIT292_07105
2198_NarI,Cronobacter condimenti 1330 | 1073999.BN137_3632
2199_NarI,Enterobacter asburiae LF7a | 640513.Entas_2241
2200_NarI,Enterobacter asburiae LF7a | 640513.Entas_2419
2201_NarI,Enterobacter cloacae EcWSU1 | 1045856.EcWSU1_02364
2202_NarI,Enterobacter cloacae JD6301 | 1399774.JDWH01000002_gene3112
2203_NarI,Enterobacter cloacae subsp. cloacae ATCC 13047 | 716541.ECL_01890
2204_NarI,Enterobacter sp. 638 | 399742.Ent638_2065
2205_NarI,Enterobacter sp. 638 | 399742.Ent638_2312
2206_NarI,Enterobacter sp. R4-368 | 1166130.H650_01670
2207_NarI,Escherichia albertii KF1 | 1440052.EAKF1_ch0212c
2208_NarI,Escherichia albertii TW07627 | 502347.ESCAB7627_2669
2209_NarI,Escherichia coli CFT073 | 199310.c1897
2210_NarI,Escherichia coli str. K-12 substr. W3110 | 316407.1742384
2211_NarI,Klebsiella aerogenes KCTC 2190 | 1028307.EAE_16845
2212_NarI,Klebsiella aerogenes KCTC 2190 | 1028307.EAE_19950
2213_NarI,Klebsiella oxytoca | 571.MC52_22070
2214_NarI,Klebsiella pneumoniae | 573.JG24_15025
2215_NarI,Kluyvera ascorbata ATCC 33433 | 1006000.GKAS_03190
2216_NarI,Kluyvera ascorbata ATCC 33433 | 1006000.GKAS_04341
2217_NarI,Leclercia adecarboxylata ATCC 23216 = NBRC 102595 | 911008.GLAD_00319
2218_NarI,Leclercia adecarboxylata ATCC 23216 = NBRC 102595 | 911008.GLAD_04658
2219_NarI,Pluralibacter gergoviae | 61647.LG71_15070
2220_NarI,Pluralibacter gergoviae | 61647.LG71_17255
2221_NarI,[Enterobacter] lignolyticus SCF1 | 701347.Entcl_2062
2222_NarI,[Enterobacter] lignolyticus SCF1 | 701347.Entcl_2358
2223_NarI,Pseudescherichia vulneris NBRC 102420 | 1115515.EV102420_41_00040
2224_NarI,Raoultella ornithinolytica B6 | 1286170.RORB6_03900
2225_NarI,Raoultella ornithinolytica B6 | 1286170.RORB6_06825
2226_NarI,Salmonella bongori N268-08 | 1197719.A464_1606
2227_NarI,Salmonella bongori NCTC 12419 | 218493.SBG_1619
2228_NarI,Salmonella enterica subsp. enterica serovar Typhi str. CT18 | 220341.16502419
2229_NarI,Salmonella enterica subsp. enterica serovar Typhi str. CT18 | 220341.16502594
2230_NarI,Salmonella enterica subsp. enterica serovar Typhimurium | 90371.CY43_08995
2231_NarI,Shigella flexneri 2a str. 301 | 198214.SF1230
2232_NarI,Shimwellia blattae DSM 4481 = NBRC 105725 | 630626.EBL_c18890
2233_NarI,Shimwellia blattae DSM 4481 = NBRC 105725 | 630626.EBL_c19960
2234_NarI,Trabulsiella guamensis ATCC 49490 | 1005994.GTGU_00383
2235_NarI,Erwinia billingiae Eb661 | 634500.EbC_35020
2236_NarI,Erwinia typographi | 371042.NG99_11985
2237_NarI,Pantoea agglomerans | 549.BW31_02178
2238_NarI,Pantoea ananatis LMG 20103 | 706191.PANA_2255
2239_NarI,Pantoea ananatis AJ13355 | 932677.PAJ_1567
2240_NarI,Pantoea sp. IMH | 1267600.JFGT01000002_gene625
2241_NarI,Pantoea sp. PSNIH2 | 1484157.PSNIH2_03535
2242_NarI,Pantoea sp. PSNIH2 | 1484157.PSNIH2_08265
2243_NarI,Pantoea sp. Sc1 | 593105.S7A_00330
2244_NarI,Tatumella morbirosei | 642227.HA49_06290
2245_NarI,Tatumella ptyseos ATCC 33301 | 1005995.GTPT_3297
2246_NarI,Edwardsiella hoshinae NBRC 105699 = ATCC 33379 | 1216966.BAUC01000050_gene77
2247_NarI,Edwardsiella tarda ATCC 15947 = NBRC 105688 | 667121.ET1_23_00080
2248_NarI,Hafnia alvei FB1 | 1453496.AT03_16180
2249_NarI,Morganella morganii subsp. morganii KT | 1124991.MU9_70
2250_NarI,Proteus mirabilis HI4320 | 529507.PMI3574
2251_NarI,Proteus penneri ATCC 35198 | 471881.PROPEN_03346
2252_NarI,Providencia burhodogranariea DSM 19968 | 1141662.OOA_16199
2253_NarI,Providencia rettgeri Dmel1 | 1141663.OOC_04292
2254_NarI,Providencia stuartii ATCC 25827 | 471874.PROSTU_04497
2255_NarI,Dickeya chrysanthemi Ech1591 | 561229.Dd1591_1856
2256_NarI,Dickeya dadantii 3937 | 198628.Dda3937_03794
2257_NarI,Dickeya parazeae Ech586 | 590409.Dd586_1821
2258_NarI,Dickeya poaceiphila | 568768.CM001975_gene1934
2259_NarI,Dickeya sp. DW 0440 | 1225785.CM001983_gene1530
2260_NarI,Dickeya undicola | 1577887.JSYG01000011_gene70
2261_NarI,Musicola paradisiaca Ech703 | 579405.Dd703_1774
2262_NarI,Pectobacterium betavasculorum | 55207.KP22_05870
2263_NarI,Pectobacterium carotovorum subsp. carotovorum PC1 | 561230.PC1_2256
2264_NarI,Pectobacterium odoriferum | 78398.KS43_02010
2265_NarI,Pectobacterium parmentieri WPP163 | 561231.Pecwa_2561
2266_NarI,Ewingella americana ATCC 33852 | 910964.GEAM_1557
2267_NarI,Rahnella aquatilis CIP 78.65 = ATCC 33071 | 745277.GRAQ_01547
2268_NarI,Serratia marcescens FGI94 | 1249634.D781_2670
2269_NarI,Serratia marcescens FGI94 | 1249634.D781_4067
2270_NarI,Serratia marcescens subsp. marcescens Db11 | 273526.SMDB11_2139
2271_NarI,Serratia plymuthica | 82996.sch_15505
2272_NarI,Serratia proteamaculans 568 | 399741.Spro_2880
2273_NarI,Serratia sp. ATCC 39006 | 104623.Ser39006_02945
2274_NarI,Serratia sp. H1n | 1397284.AYMN01000044_gene3726
2275_NarI,Yersinia intermedia ATCC 29909 | 349965.yinte0001_19660
2276_NarI,Kangiella koreensis DSM 16069 | 523791.Kkor_1340
2277_NarI,Methylobacter tundripaludum SV96 | 697282.Mettu_3973
2278_NarI,Acinetobacter junii | tr|D0SR53|D0SR53_ACIJU
2279_NarI,Moraxella boevrei DSM 14165 | 1122243.KB903777_gene979
